,지역,유가,주유소명,브랜드,주소,셀프주유소여부
0,강남구,1423,오일프러스 셀프,SK에너지,서울 강남구 남부순환로 2651 (도곡동),Y
1,강남구,1425,(주)보성 세곡주유소,SK에너지,서울 강남구  헌릉로 731 (세곡동),Y
2,강남구,1433,현대오일뱅크 도곡셀프주유소,현대오일뱅크,서울 강남구  남부순환로 2718 (도곡2동),Y
3,강남구,1439,방죽주유소,GS칼텍스,서울 강남구 밤고개로 215 (율현동),Y
4,강남구,1445,GS칼텍스(주)직영 산성주유소,GS칼텍스,서울 강남구 헌릉로 730,Y
5,강남구,1448,현대오일뱅크(주) 유진주유소,현대오일뱅크,서울 강남구 논현로 152 (도곡동),N
6,강남구,1457,자곡셀프주유소,SK에너지,서울 강남구 밤고개로 120 (자곡동),Y
7,강남구,1465,지에스칼텍스㈜ GS타워주유소,GS칼텍스,서울 강남구 논현로 516 (역삼동),N
8,강남구,1465,지에스칼텍스㈜ 주성주유소,GS칼텍스,서울 강남구 영동대로 716,N
9,강남구,1465,SK서광주유소,SK에너지,서울 강남구 역삼로 142,Y
10,강남구,1465,지에스칼텍스㈜ 은마주유소,GS칼텍스,서울 강남구 영동대로 235,N
11,강남구,1466,지에스칼텍스㈜ 삼성로주유소,GS칼텍스,서울 강남구 삼성로 563 (삼성동),Y
12,강남구,1466,현대오일뱅크㈜직영 오천주유소,현대오일뱅크,서울 강남구 봉은사로 503 (삼성동),N
13,강남구,1475,SK에너지(주) 매봉주유소,SK에너지,서울 강남구 언주로 307,Y
14,강남구,1475,역삼주유소,GS칼텍스,서울 강남구 역삼로 205 (역삼동),N
15,강남구,1475,(주)선진도곡주유소,S-OIL,서울 강남구 도곡로 162 (도곡동),N
16,강남구,1475,SK에너지㈜ 진달래주유소,SK에너지,서울 강남구 도곡로 208,N
17,강남구,1475,에쓰-오일㈜직영 개나리주유소,S-OIL,서울 강남구 언주로 423 (역삼동),N
18,강남구,1497,(유)동하석유 힐탑셀프주유소,SK에너지,서울 강남구 논현로 640,Y
19,강남구,1498,대동석유 압구정주유소,SK에너지,서울 강남구 언주로 842 (신사동),Y
20,강남구,1518,(주)중앙에너비스 수서지점,SK에너지,서울 강남구 광평로 202 (수서동),Y
21,강남구,1528,현대오일뱅크㈜직영 삼성동주유소,현대오일뱅크,서울 강남구 테헤란로 619 (삼성동),N
22,강남구,1538,일원주유소,S-OIL,서울 강남구 양재대로55길 3 (일원동),Y
23,강남구,1538,에스제이에너지산업(주) 개포주유소,GS칼텍스,서울 강남구 양재대로 339,N
24,강남구,1550,대교주유소,SK에너지,서울 강남구 강남대로 640 (신사동),N
25,강남구,1596,현대오일뱅크(주)직영 신사현대주유소,현대오일뱅크,서울 강남구 도산대로 163 (신사동),N
26,강남구,1618,현대오일뱅크(주)직영 한양주유소,현대오일뱅크,서울 강남구 압구정로 302 (신사동),N
27,강남구,1697,㈜새서울석유 새서울주유소,현대오일뱅크,서울 강남구 압구정로 154,N
28,강남구,1758,명품주유소,S-OIL,서울 강남구 도곡로 249 (역삼동),N
29,강남구,1797,대성석유(주)동호주유소,GS칼텍스,서울 강남구 봉은사로113길 51,N
30,강남구,1856,대청주유소,SK에너지,서울 강남구 개포로 654 (일원동),N
31,강남구,1918,경원주유소,S-OIL,서울 강남구 도산대로 428 (청담동),N
32,강남구,1920,갤러리아주유소,SK에너지,서울 강남구 압구정로 426,N
33,강남구,1936,학여울주유소,GS칼텍스,서울 강남구  남부순환로 3170 (일원2동),N
34,강남구,1938,SK논현주유소,SK에너지,서울 강남구 논현로 747 (논현동),N
35,강남구,1953,(주)만정에너지,GS칼텍스,서울 강남구 봉은사로 433 (삼성동),N
36,강남구,1963,(주)소모에너지엔테크놀러지 쎈트럴주유소,GS칼텍스,서울 강남구 삼성로 335,N
37,강남구,2025,뉴서울(강남),SK에너지,서울 강남구 언주로 716 (논현동),N
119,강동구,1443,구천면주유소,현대오일뱅크,서울 강동구 구천면로 357 (암사동),N
120,강동구,1448,지에스칼텍스㈜ 신월주유소,GS칼텍스,서울 강동구 양재대로 1323 (성내동),N
121,강동구,1456,현대오일뱅크㈜직영 고속셀프주유소,현대오일뱅크,서울 강동구 천호대로 1246,Y
122,강동구,1459,현대오일뱅크㈜직영 명일셀프주유소,현대오일뱅크,서울 강동구 고덕로 168 (명일동),Y
123,강동구,1468,지에스칼텍스㈜ 동서울주유소,GS칼텍스,서울 강동구 천호대로 1456 (상일동),Y
124,강동구,1474,주)지유에너지직영 오렌지주유소,SK에너지,서울 강동구 성안로 102 (성내동),N
125,강동구,1475,방아다리주유소,SK에너지,서울 강동구 동남로 811 (명일동),Y
126,강동구,1475,현대오일뱅크㈜직영 암사셀프주유소,현대오일뱅크,서울 강동구 올림픽로 749 (암사동),Y
127,강동구,1478,대성석유(주)직영 길동주유소,GS칼텍스,서울 강동구 천호대로 1168,N
128,강동구,1478,(주)퍼스트오일 코알라주유소,S-OIL,서울특별시 강동구  올림픽로 556 (성내동),Y
129,강동구,1495,sk해뜨는주유소,SK에너지,서울 강동구  상일로 132 (강일동),Y
130,강동구,1497,천호현대주유소,현대오일뱅크,서울 강동구 천중로 67 (천호동),N
131,강동구,1498,(주)소모에너지엔테크놀러지 성내주유소,GS칼텍스,서울 강동구 올림픽로 578 (성내동),Y
132,강동구,1508,(주)삼표에너지 고덕주유소,GS칼텍스,서울 강동구 고덕로 39 (암사동),N
133,강동구,1548,광성주유소,S-OIL,서울 강동구 올림픽로 673 (천호동),N
134,강동구,1923,강동주유소,SK에너지,서울 강동구 양재대로 1509 (길동),N
168,강북구,1391,수유동주유소,GS칼텍스,서울 강북구 도봉로 395 (수유동),Y
169,강북구,1394,덕릉로주유소,S-OIL,서울 강북구 덕릉로 158 (번동),N
170,강북구,1399,(주)석산에너지,현대오일뱅크,서울 강북구 삼양로 316 (수유동),Y
171,강북구,1399,북서울고속주유소,S-OIL,서울 강북구 삼양로 410 (수유동),Y
172,강북구,1415,㈜지에스이앤알 미아주유소,GS칼텍스,서울 강북구 도봉로 122 (미아동),Y
173,강북구,1419,SK에너지(주) 매일주유소,SK에너지,서울 강북구 삼양로 217 (미아동),Y
174,강북구,1419,에덴주유소,SK에너지,서울 강북구 월계로 195 (번동),Y
175,강북구,1419,KH에너지(주)직영 송정주유소,SK에너지,서울 강북구 인수봉로 185 (수유동),N
176,강북구,1429,대성석유(주)신광주유소,GS칼텍스,서울 강북구 삼양로 484,N
177,강북구,1429,현대오일뱅크(주)직영 번동셀프주유소,현대오일뱅크,서울 강북구 한천로 963 (번동),Y
178,강북구,1429,현대오일뱅크㈜직영 새한셀프주유소,현대오일뱅크,서울 강북구 도봉로 75,Y
179,강북구,1429,현대오일뱅크(주)직영 미아셀프주유소,현대오일뱅크,서울 강북구 도봉로 200 (미아동),Y
180,강북구,1439,세원주유소,SK에너지,서울 강북구 한천로 918 (번동),Y
201,강서구,1387,화곡역주유소,알뜰주유소,서울 강서구 강서로 154 (화곡동),Y
202,강서구,1387,뉴신정주유소,알뜰주유소,서울 강서구 곰달래로 207(화곡동),N
203,강서구,1389,지에스칼텍스㈜ 경인고속주유소,GS칼텍스,서울 강서구 국회대로 225 (화곡동),Y
204,강서구,1397,스카이주유소,S-OIL,서울 강서구 개화동로 457 (방화동),Y
205,강서구,1402,방화주유소,SK에너지,서울 강서구 방화동로 58-2 (방화동),N
206,강서구,1405,유턴주유소,알뜰주유소,서울 강서구 남부순환로 57,Y
207,강서구,1405,KH에너지(주)직영 KH외발산주유소,SK에너지,서울 강서구 방화대로 30,Y
208,강서구,1405,강서오곡셀프주유소,SK에너지,서울 강서구 벌말로 254 (오곡동),Y
209,강서구,1409,행촌에너지 공항주유소,현대오일뱅크,서울 강서구 개화동로 420 (개화동),Y
210,강서구,1409,(주)한진 김포공항주유소,S-OIL,서울 강서구 하늘길 259,Y
211,강서구,1417,현대오일뱅크 등촌주유소,현대오일뱅크,서울 강서구 등촌로 189 (등촌동),N
212,강서구,1417,목화주유소,SK에너지,서울 강서구 국회대로 251 (화곡동),Y
213,강서구,1427,개화주유소,SK에너지,서울 강서구 양천로 57,Y
214,강서구,1444,현대오일뱅크㈜직영 강서제일셀프주유소,현대오일뱅크,서울 강서구 화곡로 273 (화곡동),Y
215,강서구,1453,화곡현대주유소,SK에너지,서울 강서구 강서로 151 (화곡동),Y
216,강서구,1455,대성석유(주)방화대성주유소,GS칼텍스,서울 강서구 양천로 176,Y
217,강서구,1455,대성석유(주) 마곡대성주유소,GS칼텍스,서울 강서구 강서로 457,Y
218,강서구,1455,신화곡주유소,S-OIL,서울 강서구 국회대로 71,Y
219,강서구,1457,강서열린점,GS칼텍스,서울 강서구 등촌로 213 (등촌동),N
220,강서구,1458,대성석유(주)직영관문주유소,GS칼텍스,서울 강서구 공항대로 314,N
221,강서구,1458,우장산주유소,SK에너지,서울 강서구 강서로 292 (내발산동),N
222,강서구,1459,현대오일뱅크㈜직영 에어포트주유소,현대오일뱅크,서울 강서구 개화동로 519 (방화동),N
223,강서구,1465,대성주유소,GS칼텍스,서울 강서구 강서로 472 (등촌동),N
224,강서구,1465,KH에너지(주)직영 가양주유소,SK에너지,서울 강서구 강서로 498 (가양동),N
225,강서구,1471,현대오일뱅크 양화교주유소,현대오일뱅크,서울 강서구 공항대로 653 (염창동),N
226,강서구,1480,세원제1주유소,SK에너지,서울 강서구 양천로 311 (가양동),Y
227,강서구,1487,하이웨이주유소,S-OIL,서울특별시 강서구 공항대로 432(화곡동),Y
228,강서구,1499,현대오일뱅크(주) 가양주유소,현대오일뱅크,서울 강서구  양천로 391 (가양동),N
229,강서구,1500,(주)한진 김포공항제2주유소,S-OIL,서울 강서구 하늘길 112,Y
230,강서구,1518,코리나(주)청룡주유소,SK에너지,서울 강서구 양천로 576 (등촌동),N
231,강서구,1518,박물관주유소,GS칼텍스,서울 강서구 양천로53길 97 (가양동),N
232,강서구,1615,참솔에너지,S-OIL,서울 강서구 벌말로 281 (오곡동),Y
233,강서구,1738,염창동주유소,SK에너지,서울 강서구 양천로 720 (염창동),N
287,관악구,1428,(주)연우에너지 신관주유소,알뜰주유소,서울 관악구 신림로 290 (신림동),Y
288,관악구,1439,(주)엠오티이엔지 직영 삼화주유소,알뜰주유소,서울 관악구 보라매로 41 (봉천동),N
289,관악구,1439,SK에너지(주)직영 대공원주유소,SK에너지,서울 관악구 과천대로 921 (남현동),N
290,관악구,1439,SK에너지(주) 신봉천,SK에너지,서울 관악구 남부순환로 1880 (봉천동),N
291,관악구,1440,현대오일뱅크(주)직영 관악셀프주유소,현대오일뱅크,서울 관악구 남부순환로 1520 (신림동),Y
292,관악구,1449,남현주유소,현대오일뱅크,서울 관악구 남부순환로 2014,Y
293,관악구,1449,서일석유(주)락성주유소,GS칼텍스,서울 관악구 남부순환로 1920 (봉천동),Y
294,관악구,1449,지에스칼텍스㈜ 난곡주유소,GS칼텍스,서울 관악구 난곡로 206,N
295,관악구,1459,현대주유소,현대오일뱅크,서울 관악구 난곡로 108 (신림동),N
296,관악구,1468,유림주유소,S-OIL,서울 관악구 신림로 176 (신림동),N
297,관악구,1469,대양석유(주)직영 보라매주유소,SK에너지,서울 관악구  보라매로 26 (봉천동),Y
298,관악구,1479,(주)한유에너지행운셀프주유소,SK에너지,서울 관악구 남부순환로 1883 (봉천동),Y
299,관악구,1487,한규상사 유정주유소,SK에너지,서울 관악구 남부순환로 1691 (봉천동),N
300,관악구,1487,관악시몬주유소,S-OIL,서울특별시 관악구 남부순환로 1753 (봉천동),N
301,관악구,1488,문성골주유소,현대오일뱅크,서울 관악구 문성로 97 (신림동),N
302,관악구,1531,CJ대한통운㈜ 신림주유소,GS칼텍스,서울 관악구 남부순환로 1515 (신림동),N
330,광진구,1425,평안주유소,알뜰주유소,서울 광진구 천호대로 630 (능동),N
331,광진구,1429,현대오일뱅크(주)직영 능동주유소,현대오일뱅크,서울 광진구 천호대로 584 (능동),Y
332,광진구,1435,태양주유소,GS칼텍스,서울 광진구 동일로 345 (중곡동),N
333,광진구,1447,정해네트웍스(주)일진주유소,S-OIL,서울 광진구 동일로 413 (중곡동),Y
334,광진구,1449,대원주유소,S-OIL,서울 광진구 용마산로 122 (중곡동),N
335,광진구,1449,용마주유소,GS칼텍스,서울 광진구 용마산로 68 (중곡동),N
336,광진구,1454,현대오일뱅크(주)직영 중곡현대주유소,현대오일뱅크,서울 광진구 동일로 435 (중곡동),N
337,광진구,1454,현대오일뱅크(주) 중원주유소,현대오일뱅크,서울 광진구 동일로 398 (중곡동),N
338,광진구,1464,(주)장수주유소,SK에너지,서울 광진구 동일로 266 (군자동),N
339,광진구,1469,현대오일뱅크㈜직영 대명셀프주유소,현대오일뱅크,서울 광진구 광나루로 460 (화양동),Y
340,광진구,1469,현대오일뱅크㈜직영 장호셀프주유소,현대오일뱅크,서울 광진구 자양로37 (자양동),Y
341,광진구,1479,대성산업(주)구의주유소,GS칼텍스,서울 광진구 광나루로 570 (구의동),N
342,광진구,1487,자양주유소,SK에너지,서울 광진구 아차산로 298 (자양동),N
343,광진구,1488,삼호주유소,S-OIL,서울 광진구 천호대로 809 (광장동),Y
344,광진구,1497,강평주유소,SK에너지,서울 광진구 아차산로 616 (광장동),N
345,광진구,1510,구의스타주유소,GS칼텍스,서울 광진구 자양로 103,N
346,광진구,1529,동서울주유소,GS칼텍스,서울 광진구 강변역로 10 (구의동),N
378,구로구,1398,SK구로주유소,SK에너지,서울 구로구 구일로 94 (구로동),N
379,구로구,1409,신성주유소,현대오일뱅크,서울 구로구 구로동로 187 (구로제2동),Y
380,구로구,1417,구인주유소,SK에너지,서울 구로구 경인로 558 (구로동),N
381,구로구,1417,(주)새서울석유 대원셀프주유소,현대오일뱅크,서울 구로구 개봉로 7,Y
382,구로구,1419,항동주유소,S-OIL,서울 구로구 서해안로 2154 (항동),Y
383,구로구,1425,서울석유(주)풀페이주유소,SK에너지,서울 구로구 경인로 41 (온수동),N
384,구로구,1425,(주)한미석유구로그린주유소,GS칼텍스,서울 구로구 구로중앙로 76 (구로동),Y
385,구로구,1429,대성산업(주)디큐브주유소,GS칼텍스,서울 구로구 경인로 650 (신도림동),N
386,구로구,1429,처음처럼주유소,S-OIL,서울 구로구 오리로 1299 (궁동),N
387,구로구,1438,근린공원주유소,S-OIL,서울 구로구 고척로 199 (고척동),N
388,구로구,1439,SK에너지(주)직영 개봉동주유소,SK에너지,서울 구로구 경인로 290 (개봉동),N
389,구로구,1439,JHC에너지,알뜰주유소,서울 구로구 시흥대로 539,N
390,구로구,1445,현대오일뱅크㈜직영 신오류주유소,현대오일뱅크,서울 구로구 경인로 161 (오류동),N
391,구로구,1445,정은주유소,현대오일뱅크,서울 구로구 경인로 407 (고척동),N
392,구로구,1445, 현대오일뱅크㈜직영 구로셀프주유소,현대오일뱅크,서울 구로구 시흥대로 531,Y
393,구로구,1449,개봉주유소,현대오일뱅크,서울 구로구 고척로 115 (개봉동),Y
394,구로구,1458,현대오일뱅크(주)직영 신구로주유소,현대오일뱅크,서울 구로구 가마산로 293 (구로동),N
395,구로구,1465,동선주유소,GS칼텍스,서울 구로구 경인로 150 (오류동),N
396,구로구,1476,영진주유소,S-OIL,서울 구로구 구로동로 20 (가리봉동),N
397,구로구,1497,시몬주유소,S-OIL,서울 구로구 부일로 871,N
398,구로구,1648,동아주유소,S-OIL,서울 구로구  도림로 91 (구로동),N
399,구로구,1942,구로주유소,GS칼텍스,서울 구로구 구로동로 137 (구로동),N
438,금천구,1415,(주)진우에너지 백운주유소,알뜰주유소,서울 금천구 시흥대로 282 (독산동),Y
439,금천구,1415,구광주유소,S-OIL,서울특별시 금천구  서부샛길 674 (가산동),N
440,금천구,1425,명보에너지,알뜰주유소,서울 금천구 시흥대로 377 (독산동),N
441,금천구,1434,(주)태영유업 독산고개,현대오일뱅크,서울 금천구 시흥대로 484,Y
442,금천구,1435,백산주유소,S-OIL,서울특별시 금천구  시흥대로 174 (시흥동),Y
443,금천구,1435,현대오일뱅크(주)직영 금천현대셀프주유소,현대오일뱅크,서울 금천구 독산로 147 (시흥동),Y
444,금천구,1435,KH에너지(주)직영시흥대로주유소,SK에너지,서울 금천구 시흥대로 221 (시흥동),N
445,금천구,1435,남서울경복에너지,S-OIL,서울 금천구 독산로 257 (독산동),Y
446,금천구,1435,대득에너지(금천셀프주유소),GS칼텍스,서울 금천구  시흥대로 81 (시흥동),Y
447,금천구,1438,SK에너지(주) 이가주유소,SK에너지,서울 금천구 시흥대로 441,N
448,금천구,1449,현대오일뱅크㈜직영 금천제일주유소,현대오일뱅크,서울 금천구 남부순환로 1410 (독산동),N
449,금천구,1449,SK에너지(주) 박미주유소,SK에너지,서울 금천구 시흥대로 39-7 (시흥동),N
470,노원구,1425,배꽃나라주유소,GS칼텍스,서울 노원구 화랑로 466 (공릉동),Y
471,노원구,1425,삼육주유소,SK에너지,서울 노원구 화랑로 822 (공릉동),Y
472,노원구,1429,월계주유소,GS칼텍스,서울 노원구 월계로 252 (월계동),Y
473,노원구,1432,태릉솔밭주유소,S-OIL,서울 노원구 노원로 49 (공릉동),Y
474,노원구,1448,성북역주유소,GS칼텍스,서울 노원구 광운로 95 (월계동),N
475,노원구,1458,한신주유소,SK에너지,서울 노원구 동일로 1089 (공릉동),N
476,노원구,1458,불암주유소,S-OIL,서울 노원구 한글비석로 268 (중계동),Y
477,노원구,1459,현대오일뱅크㈜직영 하계주유소,현대오일뱅크,서울 노원구 노원로17길 29 (하계동),N
478,노원구,1474,(주)소모에너지엔테크놀러지 수락산주유소,GS칼텍스,서울 노원구 동일로 1772,Y
480,노원구,1499,노원주유소,GS칼텍스,서울 노원구 동일로 1008 (공릉동),N
481,노원구,1525,하계삼호주유소,GS칼텍스,서울 노원구 공릉로 294 (하계동),N
482,노원구,1530,상계동주유소,현대오일뱅크,서울 노원구 노원로26길 191 (상계동),N
483,노원구,1598,화랑대주유소,SK에너지,서울 노원구 화랑로 483,Y
512,도봉구,1392,삼미북부셀프주유소,SK에너지,서울 도봉구 도봉로 437 (쌍문동),Y
513,도봉구,1399,한이에너지(주)KLP제1주유소,현대오일뱅크,서울 도봉구 도봉로 596 (창동),N
514,도봉구,1399,도봉제일주유소(주)송만에너지,현대오일뱅크,서울 도봉구 도봉로 783 (도봉동),N
515,도봉구,1408,서현주유소,S-OIL,서울 도봉구 방학로 142 (방학동),Y
516,도봉구,1408,동일석유(주) 창동주유소,SK에너지,서울 도봉구  도봉로 434 (창동),Y
517,도봉구,1415,현대오일뱅크㈜직영 도봉현대셀프주유소,현대오일뱅크,서울 도봉구 도봉로 941 (도봉동),Y
518,도봉구,1415,극동유화(주)대안주유소,S-OIL,서울 도봉구 마들로 574 (창동),Y
519,도봉구,1415,정다운셀프주유소,SK에너지, 서울특별시 도봉구 도봉로 635 (쌍문동),Y
520,도봉구,1418,쌍문주유소,S-OIL,서울 도봉구 도봉로 547 (쌍문동),Y
521,도봉구,1419,지에스칼텍스㈜ 도봉주유소,GS칼텍스,서울 도봉구 도봉로 895 (도봉동),Y
522,도봉구,1419,지에스칼텍스㈜ 방학동주유소,GS칼텍스,서울 도봉구 방학로 186,Y
523,도봉구,1429,구도일주유소 도봉,S-OIL,서울 도봉구 도봉로 706 (방학동),Y
524,도봉구,1453,노원교주유소,현대오일뱅크,서울 도봉구 마들로 776 (도봉동),Y
525,도봉구,1455,(주)쌍문셀프주유소,현대오일뱅크,서울 도봉구 노해로 161 (쌍문동),Y
526,도봉구,1459,대성산업(주)신창주유소,GS칼텍스,서울 도봉구 덕릉로 267 (창동),N
527,도봉구,1459,현대오일뱅크㈜직영 영신주유소,현대오일뱅크,서울 도봉구 방학로 151,N
528,도봉구,1488,오복주유소,S-OIL,서울 도봉구 방학로 43,Y
529,도봉구,1498,창동제일주유소,S-OIL,서울 도봉구 해등로3길 86 (창동),N
561,동대문구,1405,풍한주유소,SK에너지,서울 동대문구 안암로 168,N
562,동대문구,1407,(주)경동주유소,S-OIL,서울 동대문구 이문로 191 (이문동),Y
563,동대문구,1415,웰컴주유소,현대오일뱅크,서울 동대문구 한천로 414 (이문동),N
564,동대문구,1419,재정주유소,현대오일뱅크,서울 동대문구 전농로 121 (전농동),N
565,동대문구,1419,재정제2주유소,현대오일뱅크,서울 동대문구 사가정로 90 (전농동),Y
566,동대문구,1422,재원에너지(주)용일주유소,GS칼텍스,서울 동대문구 안암로 54 (용두동),N
567,동대문구,1435,배봉로주유소,현대오일뱅크,서울 동대문구 서울시립대로 108,Y
568,동대문구,1438,동일석유(주)강남주유소,SK에너지,서울특별시 동대문구  사가정로 103 (전농동),N
569,동대문구,1445,(주)파랑에너지,GS칼텍스,서울 동대문구 망우로 126,Y
570,동대문구,1447,대성산업㈜청량리주유소,GS칼텍스,서울 동대문구 왕산로 289 (청량리동),Y
571,동대문구,1449,열린주유소,GS칼텍스,서울 동대문구 한천로 263 (휘경동),N
572,동대문구,1458,삼영주유소,SK에너지,서울 동대문구 답십리로 258 (장안동),N
573,동대문구,1458,삼미상사(주)장안킹셀프주유소,SK에너지,서울 동대문구  한천로 100 (장안동),Y
574,동대문구,1458,답십리주유소,SK에너지,서울 동대문구 답십리로 223 (답십리동),N
575,동대문구,1468,대성산업(주)동마장주유소,GS칼텍스,서울 동대문구 고산자로 405 (용두동),N
576,동대문구,1477,홍능주유소,S-OIL,서울 동대문구 홍릉로 87 (청량리동),N
577,동대문구,1478,삼원셀프주유소,SK에너지,서울 동대문구 망우로 90 (휘경동),Y
578,동대문구,1479,현대오일뱅크㈜직영 스피드주유소,현대오일뱅크,서울 동대문구 천호대로 453 (장안동),N
579,동대문구,1498,오동나무주유소,S-OIL,서울 동대문구  한천로 81 (답십리동),N
580,동대문구,1599,한영주유소 (한화),현대오일뱅크,서울 동대문구 망우로 38 (휘경동),N
581,동대문구,1610,능주주유소,SK에너지,서울 동대문구 청계천로 431 (신설동),N
615,동작구,1429,지에스칼텍스(주) 대방주유소,GS칼텍스,서울 동작구 여의대방로 214,N
616,동작구,1429,창원이엔지주유소,현대오일뱅크,서울 동작구 사당로 59 (상도동),N
617,동작구,1439,(주)성림에너지 남성주유소,GS칼텍스,서울 동작구 동작대로 135 (사당동),Y
618,동작구,1449,현대오일뱅크(주)직영 사당셀프주유소,현대오일뱅크,서울 동작구 동작대로 73 (사당동),Y
619,동작구,1449,매일주유소,S-OIL,서울 동작구 상도로 139 (상도동),N
620,동작구,1459,현대오일뱅크㈜직영 신대방셀프주유소,현대오일뱅크,서울 동작구 시흥대로 616 (신대방동),Y
621,동작구,1468,대성산업(주) 노량진주유소,GS칼텍스,서울 동작구 노량진로 172 (노량진동),N
622,동작구,1469,현대오일뱅크㈜직영 흑석동셀프주유소,현대오일뱅크,서울 동작구 현충로 101 (흑석동),Y
623,동작구,1479,현대오일뱅크(주)직영 동작주유소,현대오일뱅크,서울 동작구 상도로 403 (상도동),N
624,동작구,1525,살피재주유소,SK에너지,서울 동작구 상도로 334,N
643,마포구,1447,성산주유소,SK에너지,서울 마포구 월드컵북로 170 (성산제2동),N
644,마포구,1456,용강주유소,S-OIL,서울 마포구 토정로 258,N
645,마포구,1457,마포시엠주유소,GS칼텍스,서울 마포구 월드컵북로62 (성산동),N
646,마포구,1458,대흥주유소,SK에너지,서울 마포구 대흥로 61 (대흥동),N
647,마포구,1458,에스오일(주) 염리동주유소,S-OIL,서울 마포구 백범로 126 (염리동),Y
648,마포구,1468,청원주유소,현대오일뱅크,서울 마포구 월드컵북로 113 (성산동),N
649,마포구,1488,현대오일뱅크㈜직영 성산대교주유소,현대오일뱅크,서울 마포구 성산로 144,N
650,마포구,1498,망원동주유소,SK에너지,서울 마포구 월드컵로 119 (망원동),N
651,마포구,1517,현대오일뱅크㈜직영 마포제일주유소,현대오일뱅크,서울 마포구 서강로 76 (창전동),N
652,마포구,1584,SK에너지(주) 안국주유소,SK에너지,서울 마포구 양화로 33 (합정동),N
653,마포구,1689,SK에너지 양지주유소,SK에너지,서울 마포구 마포대로 69 (도화동),N
654,마포구,1757,마포주유소,S-OIL,서울 마포구 마포대로 186 (공덕동),N
677,서대문구,1394,(주)미래아스팔트 신우주유소,S-OIL,서울 서대문구 가좌로 106 (홍은동),Y
