계약년월,계약일,시군구,주택유형,도로조건,연면적(㎡),대지면적(㎡),거래금액(만원),건축년도,해제사유발생일
201701,2,세종특별자치시 전의면 다방리,단독,8m미만,67.32,294,"2,000",1991,
201701,4,세종특별자치시 조치원읍 서창리,단독,8m미만,581.25,415,"54,500",1997,
201701,4,세종특별자치시 조치원읍 죽림리,단독,8m미만,63.89,175,"16,000",1983,
201701,6,세종특별자치시 금남면 용담리,단독,8m미만,95.76,537,"26,000",1977,
201701,6,세종특별자치시 조치원읍 서창리,다가구,8m미만,375.36,222.7,"53,700",2011,
201701,7,세종특별자치시 조치원읍 신안리,다가구,8m미만,493.21,322,"37,000",2004,
201701,8,세종특별자치시 연서면 기룡리,단독,8m미만,99.96,322,"8,500",2001,
201701,9,세종특별자치시 연기면 보통리,단독,25m미만,307.24,660,"135,000",2004,
201701,10,세종특별자치시 금남면 성덕리,단독,8m미만,56.2,354,"11,000",1934,
201701,10,세종특별자치시 부강면 부강리,단독,12m미만,659.57,320,"112,000",2013,
201701,10,세종특별자치시 조치원읍 서창리,단독,8m미만,45.99,164,"20,050",1987,
201701,11,세종특별자치시 조치원읍 남리,다가구,12m미만,164.39,112.5,"23,000",2004,
201701,11,세종특별자치시 조치원읍 죽림리,단독,8m미만,39.18,66,"6,800",1992,
201701,13,세종특별자치시 연기면 수산리,단독,12m미만,100,570,"33,000",1987,
201701,13,세종특별자치시 연서면 고복리,단독,12m미만,77.95,358,"18,000",2008,
201701,13,세종특별자치시 조치원읍 침산리,단독,8m미만,433.84,251.9,"81,500",2015,
201701,16,세종특별자치시 조치원읍 남리,단독,12m미만,151.96,198,"24,000",1989,
201701,16,세종특별자치시 조치원읍 남리,단독,12m미만,38.99,201,"13,200",1947,
201701,17,세종특별자치시 장군면 하봉리,단독,8m미만,59.5,1460,"110,000",1969,
201701,18,세종특별자치시 장군면 봉안리,다가구,8m미만,359.56,361,"85,400",2013,
201701,20,세종특별자치시 장군면 금암리,단독,8m미만,327.78,335,"75,000",2011,
201701,25,세종특별자치시 전의면 읍내리,단독,8m미만,96.32,336,"11,500",1985,
201701,26,세종특별자치시 조치원읍 남리,단독,12m미만,144.81,247.1,"23,000",1986,
201702,2,세종특별자치시 소정면 운당리,단독,8m미만,192.46,166,"29,000",2002,
201702,2,세종특별자치시 연기면 수산리,단독,8m미만,147.57,660,"21,972",2011,
201702,2,세종특별자치시 장군면 대교리,단독,8m미만,87,631,"20,700",2016,
201702,6,세종특별자치시 장군면 봉안리,다가구,8m미만,328.29,359,"69,500",2012,
201702,6,세종특별자치시 조치원읍 상리,단독,8m미만,23.76,155,"10,500",1936,
201702,7,세종특별자치시 연서면 와촌리,단독,8m미만,102.06,330,"22,000",2006,
201702,8,세종특별자치시 조치원읍 신안리,단독,8m미만,326.19,188,"27,000",1997,
201702,12,세종특별자치시 조치원읍 죽림리,단독,8m미만,63.14,149,"8,500",1972,
201702,13,세종특별자치시 연기면 연기리,단독,8m미만,329.73,286,"44,000",2012,
201702,13,세종특별자치시 연동면 내판리,단독,8m미만,69.42,415,"25,100",1950,
201702,13,세종특별자치시 조치원읍 침산리,단독,8m미만,81.5,274,"7,600",1973,
201702,15,세종특별자치시 장군면 봉안리,단독,8m미만,429.42,431,"103,000",2014,
201702,16,세종특별자치시 연동면 명학리,단독,8m미만,95.54,260,"14,000",2000,
201702,16,세종특별자치시 조치원읍 번암리,단독,8m미만,71.55,271,"20,500",1956,
201702,18,세종특별자치시 연서면 국촌리,단독,8m미만,104.6,304,"7,000",,
201702,18,세종특별자치시 장군면 도계리,단독,8m미만,328.94,329,"60,000",2013,
201702,21,세종특별자치시 조치원읍 신안리,다가구,12m미만,366.15,164,"76,000",2016,
201702,22,세종특별자치시 전동면 노장리,단독,8m미만,47.6,198,"2,100",1960,
201702,23,세종특별자치시 연동면 응암리,단독,8m미만,135.5,660,"15,000",2013,
201702,24,세종특별자치시 조치원읍 신안리,다가구,8m미만,636.82,384,"89,700",2013,
201702,25,세종특별자치시 연기면 보통리,다가구,12m미만,481.96,483,"88,800",2013,
201702,26,세종특별자치시 조치원읍 신흥리,단독,8m미만,41.31,152,"2,000",,
201702,27,세종특별자치시 전동면 송성리,단독,8m미만,83.37,231,"14,800",2014,
201702,27,세종특별자치시 전동면 청송리,단독,8m미만,71.1,323,"10,500",1980,
201702,28,세종특별자치시 조치원읍 신흥리,단독,8m미만,65.29,613,"41,000",1932,
201703,1,세종특별자치시 조치원읍 서창리,다가구,8m미만,547.5,366,"99,855",2017,
201703,2,세종특별자치시 연동면 예양리,단독,8m미만,114.89,708,"18,500",1901,
201703,2,세종특별자치시 연서면 기룡리,단독,8m미만,147.31,495,"20,000",1993,
201703,2,세종특별자치시 조치원읍 신안리,단독,8m미만,354.51,569,"56,000",1988,
201703,3,세종특별자치시 연기면 연기리,단독,12m미만,23.04,286,"43,250",1954,
201703,5,세종특별자치시 전동면 청람리,단독,8m미만,68.02,347,"18,500",2014,
201703,6,세종특별자치시 금남면 발산리,단독,12m미만,592,251.59,"82,000",2011,
201703,6,세종특별자치시 금남면 봉암리,단독,8m미만,99.98,242,"15,800",2002,
201703,6,세종특별자치시 부강면 부강리,단독,8m미만,501.76,321,"52,500",2011,
201703,6,세종특별자치시 연서면 봉암리,단독,8m미만,375.64,393,"70,000",2012,
201703,6,세종특별자치시 조치원읍 상리,단독,25m미만,184.39,116,"34,000",1989,
201703,6,세종특별자치시 조치원읍 신안리,단독,8m미만,143.16,292,"24,600",1992,
201703,7,세종특별자치시 금남면 국곡리,단독,8m미만,434.72,495,"50,000",2011,
201703,7,세종특별자치시 조치원읍 신흥리,단독,8m미만,70.95,185,"16,200",1988,
201703,7,세종특별자치시 조치원읍 침산리,다가구,8m미만,631.37,380.3,"107,000",2013,
201703,8,세종특별자치시 조치원읍 명리,단독,12m미만,85.54,204,"17,000",1981,
201703,8,세종특별자치시 조치원읍 침산리,단독,12m미만,381.92,214.4,"56,000",2012,
201703,11,세종특별자치시 조치원읍 신안리,단독,8m미만,603.72,345,"84,000",1999,
201703,14,세종특별자치시 전의면 신방리,단독,8m미만,73.71,219.8,"13,300",2008,
201703,14,세종특별자치시 조치원읍 신안리,단독,8m미만,98.14,452,"18,000",2009,
201703,15,세종특별자치시 전동면 심중리,단독,8m미만,61.16,347,"12,353",,
201703,15,세종특별자치시 조치원읍 신흥리,단독,8m미만,98.3,104,"14,000",2016,
201703,17,세종특별자치시 금남면 봉암리,단독,8m미만,51.5,245,"7,400",1970,
201703,18,세종특별자치시 연기면 보통리,단독,8m미만,42.98,585,"17,500",1940,
201703,18,세종특별자치시 장군면 봉안리,다가구,8m미만,487.33,488,"95,000",2014,
201703,21,세종특별자치시 연기면 눌왕리,단독,8m미만,37.16,525,"24,200",2001,
201703,21,세종특별자치시 연기면 눌왕리,단독,8m미만,95.92,669,"30,000",1987,
201703,24,세종특별자치시 금남면 장재리,단독,8m미만,153.54,530,"63,000",2010,
201703,24,세종특별자치시 조치원읍 신안리,단독,8m미만,49.5,215,"18,000",1997,
201703,25,세종특별자치시 금남면 성강리,단독,8m미만,113.28,826,"39,500",1995,
201703,25,세종특별자치시 연서면 성제리,단독,8m미만,78.3,664,"14,000",1957,
201703,27,세종특별자치시 연서면 성제리,단독,8m미만,53.22,1285,"30,000",1987,
201703,27,세종특별자치시 장군면 금암리,단독,8m미만,66,323,"15,000",1990,
201703,27,세종특별자치시 조치원읍 평리,단독,8m미만,71.5,102,"8,500",1983,
201703,28,세종특별자치시 금남면 감성리,단독,8m미만,65.54,165,"16,700",1973,
201703,28,세종특별자치시 연기면 연기리,단독,8m미만,62.81,216,"15,000",1948,
201703,30,세종특별자치시 금남면 용담리,단독,8m미만,118.63,200,"19,700",1994,
201703,30,세종특별자치시 소정면 대곡리,단독,8m미만,140.32,595,"17,330",2003,
201704,1,세종특별자치시 부강면 금호리,단독,8m미만,171.78,803,"32,400",1970,
201704,3,세종특별자치시 조치원읍 서창리,단독,8m미만,53.52,203,"13,075",1973,
201704,4,세종특별자치시 소정면 대곡리,단독,8m미만,82.57,280,"9,200",1985,
201704,6,세종특별자치시 연서면 봉암리,단독,12m미만,101.34,597,"54,000",1996,
201704,9,세종특별자치시 부강면 문곡리,단독,8m미만,88.69,271,"14,500",1998,
201704,10,세종특별자치시 부강면 부강리,단독,12m미만,37.13,227,"46,000",2007,
201704,11,세종특별자치시 부강면 부강리,단독,8m미만,102.39,493,"13,000",1920,
201704,13,세종특별자치시 소정면 운당리,단독,8m미만,86.22,350,"6,200",2009,
201704,17,세종특별자치시 장군면 봉안리,단독,8m미만,70.39,658,"50,500",1993,
201704,17,세종특별자치시 조치원읍 명리,단독,-,68.43,175,"15,700",1973,
201704,17,세종특별자치시 조치원읍 신안리,단독,8m미만,89.89,365,"17,700",1979,
201704,17,세종특별자치시 조치원읍 원리,단독,25m미만,997.75,285,"197,000",1984,
201704,19,세종특별자치시 조치원읍 신흥리,단독,8m미만,49.56,102,"9,000",1971,
201704,25,세종특별자치시 연서면 봉암리,단독,8m미만,67.74,569,"14,000",1977,
201704,25,세종특별자치시 장군면 도계리,다가구,8m미만,315.34,317,"74,000",2014,
201704,26,세종특별자치시 금남면 성덕리,단독,8m미만,96.86,304,"12,438",1979,
201704,26,세종특별자치시 조치원읍 서창리,단독,8m미만,388.42,200,"38,500",2000,
201704,27,세종특별자치시 전동면 보덕리,단독,8m미만,150.6,773,"13,500",1953,
201704,28,세종특별자치시 연기면 연기리,단독,8m미만,137.54,240,"13,000",1997,
201704,28,세종특별자치시 조치원읍 신흥리,단독,8m미만,71.31,155,"11,000",1978,
201705,1,세종특별자치시 장군면 송학리,단독,12m미만,128,435,"19,500",1988,
201705,2,세종특별자치시 금남면 달전리,단독,8m미만,46.8,421,"7,800",1985,
201705,2,세종특별자치시 새롬동,단독,-,59.93,45,"26,433",2017,
201705,2,세종특별자치시 연서면 국촌리,단독,8m미만,139,501,"23,000",2013,
201705,2,세종특별자치시 장군면 봉안리,다가구,8m미만,472.73,474,"102,000",2014,
201705,2,세종특별자치시 조치원읍 평리,단독,8m미만,49.68,188,"12,500",1989,
201705,9,세종특별자치시 조치원읍 신흥리,단독,8m미만,53.46,149,"9,800",1974,
201705,10,세종특별자치시 장군면 봉안리,단독,8m미만,500.37,504,"89,000",2014,
201705,13,세종특별자치시 연기면 연기리,단독,8m미만,84.15,506,"38,300",1989,
201705,14,세종특별자치시 조치원읍 신안리,다가구,8m미만,242.79,164,"37,400",2009,
201705,15,세종특별자치시 부강면 등곡리,단독,8m미만,104.58,661,"14,000",2003,
201705,15,세종특별자치시 소정면 운당리,단독,8m미만,192.46,166,"27,600",2002,
201705,15,세종특별자치시 조치원읍 신안리,다가구,8m미만,617.83,352,"85,500",2010,
201705,16,세종특별자치시 금남면 용담리,단독,8m미만,96.21,437,"23,000",2012,
201705,16,세종특별자치시 조치원읍 침산리,단독,12m미만,487,277,"122,000",2014,
201705,17,세종특별자치시 조치원읍 죽림리,단독,8m미만,55.11,164,"15,000",1982,
201705,17,세종특별자치시 조치원읍 침산리,단독,12m미만,510.73,266.9,"83,000",2014,
201705,18,세종특별자치시 장군면 봉안리,다가구,8m미만,531.43,535,"122,500",2013,
201705,18,세종특별자치시 조치원읍 서창리,다가구,12m미만,708.86,412,"133,375",2014,
201705,20,세종특별자치시 조치원읍 죽림리,단독,8m미만,173.96,403,"29,700",1979,
201705,22,세종특별자치시 장군면 봉안리,단독,8m미만,472.73,474,"101,500",2014,
201705,23,세종특별자치시 연서면 봉암리,단독,8m미만,330.1,353,"75,000",2012,
201705,23,세종특별자치시 조치원읍 서창리,단독,8m미만,621.97,438,"102,925",2014,
201705,25,세종특별자치시 조치원읍 교리,단독,8m미만,42.57,117.3,"7,000",1987,
201705,25,세종특별자치시 조치원읍 교리,단독,8m미만,131.93,182.4,"11,900",1987,
201705,29,세종특별자치시 연기면 보통리,단독,8m미만,66,238,"8,600",1990,
201705,29,세종특별자치시 연동면 노송리,단독,8m미만,198.73,380,"12,000",1997,
201705,29,세종특별자치시 전동면 청람리,단독,8m미만,56.2,734,"13,000",1947,
201705,29,세종특별자치시 조치원읍 서창리,단독,8m미만,107.46,215,"15,200",1983,
201705,30,세종특별자치시 금남면 대박리,단독,8m미만,282.75,504,"51,920",2000,
201705,31,세종특별자치시 금남면 부용리,단독,8m미만,80.28,550,"49,800",2006,
201705,31,세종특별자치시 금남면 영곡리,단독,8m미만,84.96,533,"26,000",2008,
201705,31,세종특별자치시 연기면 보통리,단독,8m미만,493.86,505,"83,800",2014,
201706,1,세종특별자치시 장군면 금암리,단독,8m미만,139.76,531,"44,120",2007,
201706,1,세종특별자치시 전동면 노장리,단독,12m미만,76.03,103,"19,000",1918,
201706,2,세종특별자치시 금남면 대박리,단독,8m미만,121.63,521,"34,000",2015,
201706,2,세종특별자치시 연기면 연기리,단독,8m미만,85.95,648,"40,000",1985,
201706,4,세종특별자치시 조치원읍 남리,단독,8m미만,78.66,152.9,"12,800",1995,
201706,5,세종특별자치시 조치원읍 교리,단독,8m미만,138.22,202.6,"34,000",2014,
201706,5,세종특별자치시 조치원읍 신흥리,단독,8m미만,62.62,166,"13,200",1980,
201706,5,세종특별자치시 조치원읍 원리,단독,25m미만,198.36,178.5,"42,000",1996,
201706,7,세종특별자치시 금남면 대박리,단독,12m미만,169.95,850,"100,000",1900,
201706,7,세종특별자치시 장군면 도계리,단독,8m미만,49,505,"27,650",2016,
201706,7,세종특별자치시 장군면 봉안리,다가구,8m미만,432.5,463,"94,600",2013,
201706,9,세종특별자치시 전동면 노장리,단독,12m미만,227.76,205,"28,300",1996,
201706,10,세종특별자치시 연동면 내판리,단독,8m미만,59.5,445,"19,400",1978,
201706,11,세종특별자치시 연동면 응암리,단독,8m미만,76.14,618,"19,000",2014,
201706,12,세종특별자치시 조치원읍 서창리,단독,8m미만,146.1,387,"38,600",1984,
201706,13,세종특별자치시 장군면 대교리,단독,8m미만,64.48,891.93,"30,000",2014,
201706,14,세종특별자치시 연동면 예양리,단독,8m미만,109.08,301,"12,500",1975,
201706,14,세종특별자치시 장군면 금암리,단독,8m미만,146.85,729,"52,350",2005,
201706,16,세종특별자치시 조치원읍 상리,단독,8m미만,23.76,155,"11,000",1936,
201706,18,세종특별자치시 연동면 송용리,단독,8m미만,73.75,760,"39,000",2010,
201706,20,세종특별자치시 조치원읍 원리,단독,25m미만,278.49,118.37,"35,000",1981,
201706,21,세종특별자치시 부강면 부강리,단독,12m미만,565.01,284,"87,000",2013,
201706,21,세종특별자치시 장군면 봉안리,단독,8m미만,485.95,487,"101,600",2013,
201706,22,세종특별자치시 금남면 원봉리,단독,8m미만,95.04,390,"21,934",1987,
201706,28,세종특별자치시 금남면 박산리,단독,8m미만,80.17,238,"19,000",1998,
201706,28,세종특별자치시 장군면 도계리,단독,8m미만,185.79,515,"30,000",1987,
201706,29,세종특별자치시 연서면 봉암리,단독,8m미만,88.2,169,"18,500",1995,
201706,30,세종특별자치시 장군면 봉안리,다가구,8m미만,487.65,488,"104,500",2013,
201706,30,세종특별자치시 장군면 하봉리,단독,8m미만,175.12,482,"30,000",1968,
201706,30,세종특별자치시 조치원읍 침산리,다가구,12m미만,649.72,306.6,"115,000",2013,
201707,2,세종특별자치시 조치원읍 평리,단독,8m미만,113.7,343,"30,500",1979,
201707,3,세종특별자치시 연서면 쌍전리,단독,8m미만,80.46,846,"27,000",1990,
201707,3,세종특별자치시 장군면 봉안리,다가구,8m미만,475.2,477,"104,600",2013,
201707,3,세종특별자치시 장군면 송학리,단독,8m미만,71.38,338,"12,000",1956,
201707,3,세종특별자치시 조치원읍 남리,단독,8m미만,582.88,371.1,"99,500",2013,
201707,3,세종특별자치시 조치원읍 신안리,단독,8m미만,439.44,585,"39,330",1998,
201707,7,세종특별자치시 금남면 용포리,단독,8m미만,657.51,454,"116,500",2012,
201707,7,세종특별자치시 조치원읍 번암리,단독,8m미만,894.58,2241,"98,000",1986,
201707,8,세종특별자치시 금남면 원봉리,단독,8m미만,97.44,890,"41,500",2006,
201707,8,세종특별자치시 연동면 내판리,단독,8m미만,153.34,357,"22,000",2002,
201707,8,세종특별자치시 장군면 봉안리,다가구,8m미만,437.73,440,"120,000",2017,
201707,10,세종특별자치시 연서면 봉암리,단독,12m미만,78.3,145,"20,800",1987,
201707,10,세종특별자치시 장군면 금암리,단독,8m미만,108.8,676,"40,000",2009,
201707,10,세종특별자치시 조치원읍 서창리,단독,12m미만,658.91,391,"72,000",1999,
201707,10,세종특별자치시 조치원읍 침산리,단독,12m미만,415.18,167.1,"69,000",2013,
201707,11,세종특별자치시 금남면 박산리,단독,8m미만,93.65,331,"23,000",1901,
201707,11,세종특별자치시 장군면 송문리,단독,8m미만,81.85,524,"25,200",1992,
201707,12,세종특별자치시 금남면 용포리,단독,8m미만,228.14,162,"55,700",1984,
201707,13,세종특별자치시 연기면 보통리,다가구,8m미만,481.96,489,"88,800",2013,
201707,13,세종특별자치시 연동면 문주리,단독,8m미만,49.59,731,"29,000",1911,
201707,13,세종특별자치시 장군면 금암리,단독,8m미만,118.39,737,"33,000",2017,
201707,15,세종특별자치시 조치원읍 침산리,단독,8m미만,85.61,368,"34,000",1980,
201707,17,세종특별자치시 장군면 봉안리,단독,8m미만,544.78,546,"117,000",2014,
201707,18,세종특별자치시 부강면 부강리,단독,12m미만,74.4,139,"7,000",1983,
201707,20,세종특별자치시 소정면 소정리,단독,8m미만,69.42,225,"3,370",1985,
201707,25,세종특별자치시 연서면 고복리,단독,8m미만,47.64,506,"23,000",1985,
201707,28,세종특별자치시 연서면 신대리,단독,8m미만,122.39,329,"16,700",1997,
201707,28,세종특별자치시 조치원읍 상리,단독,25m미만,137.51,162,"12,000",1978,
201707,31,세종특별자치시 전의면 관정리,단독,8m미만,69.94,575,"10,000",1998,
201707,31,세종특별자치시 조치원읍 침산리,단독,8m미만,370.51,227.9,"75,000",2014,
201708,1,세종특별자치시 전동면 송정리,단독,8m미만,150.51,458,"1,500",1963,
201708,1,세종특별자치시 조치원읍 서창리,단독,8m미만,676.7,532,"56,000",1997,
201708,1,세종특별자치시 조치원읍 신안리,다가구,8m미만,428.33,306,"55,087",1997,
201708,2,세종특별자치시 조치원읍 원리,단독,8m미만,76.18,192,"15,000",1979,
201708,3,세종특별자치시 장군면 금암리,단독,12m미만,567.64,673.57,"89,000",2014,
201708,4,세종특별자치시 장군면 평기리,단독,8m미만,90.46,594,"29,500",1965,
201708,7,세종특별자치시 부강면 부강리,단독,12m미만,399.54,227,"52,000",2007,
201708,7,세종특별자치시 조치원읍 서창리,다가구,12m미만,363.79,230,"31,000",1991,
201708,8,세종특별자치시 장군면 봉안리,단독,8m미만,142.1,739.88,"40,500",2012,
201708,8,세종특별자치시 조치원읍 신안리,단독,8m미만,516.8,319,"53,500",1995,
201708,8,세종특별자치시 조치원읍 평리,단독,8m미만,51.9,116,"14,000",1973,
201708,9,세종특별자치시 연기면 수산리,단독,8m미만,98.3,496,"19,900",2013,
201708,10,세종특별자치시 조치원읍 서창리,다가구,8m미만,265.05,293,"30,000",1995,
201708,10,세종특별자치시 조치원읍 신안리,단독,12m미만,329.22,286,"83,000",2014,
201708,17,세종특별자치시 금남면 용포리,다가구,8m미만,272.08,172,"58,500",2013,
201708,17,세종특별자치시 부강면 부강리,다가구,12m미만,645.73,345,"114,000",2013,
201708,18,세종특별자치시 조치원읍 신안리,다가구,8m미만,382.14,660,"73,000",2000,
201708,19,세종특별자치시 금남면 원봉리,단독,8m미만,109.85,802,"30,784",2016,
201708,20,세종특별자치시 조치원읍 신흥리,단독,8m미만,161.16,158,"17,700",1995,
201708,23,세종특별자치시 연서면 쌍전리,단독,8m미만,51,287,"14,780",1989,
201708,25,세종특별자치시 장군면 봉안리,단독,8m미만,410.45,374,"97,500",2014,
201708,26,세종특별자치시 연기면 연기리,단독,8m미만,79.28,277,"42,340",1983,
201708,27,세종특별자치시 연서면 신대리,단독,8m미만,74.05,608,"14,000",1945,
201708,28,세종특별자치시 연기면 연기리,단독,8m미만,235.44,216,"19,500",1995,
201708,29,세종특별자치시 연서면 고복리,단독,8m미만,69,974,"56,200",2017,
201708,30,세종특별자치시 연서면 와촌리,단독,8m미만,137,172,"14,000",2003,
201708,31,세종특별자치시 연동면 응암리,단독,8m미만,59.5,301,"12,500",1915,
201709,1,세종특별자치시 금남면 도남리,단독,8m미만,67,603,"26,000",1992,
201709,1,세종특별자치시 조치원읍 신안리,단독,8m미만,659.01,403,"117,000",2016,
201709,2,세종특별자치시 조치원읍 신안리,단독,12m미만,305.57,562,"80,000",1991,
201709,4,세종특별자치시 전의면 읍내리,단독,12m미만,270.7,419,"55,000",2012,
201709,5,세종특별자치시 조치원읍 신흥리,단독,8m미만,65.75,136,"8,200",1999,
201709,11,세종특별자치시 금남면 원봉리,단독,8m미만,145.4,919,"51,000",2006,
201709,11,세종특별자치시 조치원읍 명리,단독,12m미만,336.03,152,"27,000",1995,
201709,13,세종특별자치시 연서면 월하리,단독,8m미만,82.43,207,"13,000",1980,
201709,14,세종특별자치시 조치원읍 신안리,다가구,8m미만,614.81,440,"63,000",2000,
201709,19,세종특별자치시 연서면 봉암리,단독,8m미만,70.2,522,"22,300",1988,
201709,20,세종특별자치시 연기면 연기리,단독,8m미만,68.76,234,"15,500",1991,
201709,21,세종특별자치시 금남면 두만리,다가구,8m미만,250.67,421,"39,000",2014,
201709,25,세종특별자치시 금남면 황용리,단독,8m미만,99.09,660,"85,000",2013,
201709,25,세종특별자치시 전의면 읍내리,단독,25m미만,117.17,199,"23,000",2009,
201709,25,세종특별자치시 조치원읍 신안리,단독,8m미만,340.89,331,"47,000",1998,
201709,26,세종특별자치시 조치원읍 신안리,다가구,8m미만,542.01,396,"66,474",2003,
201709,26,세종특별자치시 조치원읍 신안리,단독,8m미만,82.5,386,"28,000",1978,
201709,26,세종특별자치시 조치원읍 원리,단독,12m미만,146.06,149,"13,000",1978,
201709,27,세종특별자치시 조치원읍 신안리,단독,8m미만,376.29,195,"27,000",1995,
201709,30,세종특별자치시 연기면 눌왕리,단독,8m미만,102.23,827,"36,300",2015,
201710,11,세종특별자치시 조치원읍 서창리,단독,8m미만,289.53,188,"77,000",2017,
201710,13,세종특별자치시 부강면 부강리,단독,12m미만,51.27,116,"13,800",1976,
201710,15,세종특별자치시 연기면 연기리,단독,8m미만,84.24,522,"39,000",1993,
201710,15,세종특별자치시 장군면 금암리,다가구,8m미만,563.08,620,"84,000",2014,
201710,16,세종특별자치시 부강면 문곡리,단독,8m미만,57.41,337,"9,500",1973,
201710,17,세종특별자치시 전의면 읍내리,단독,8m미만,79.01,179,"10,800",1935,
201710,18,세종특별자치시 전동면 노장리,단독,8m미만,67.05,295,"7,900",2006,
201710,19,세종특별자치시 부강면 부강리,단독,12m미만,120.41,259,"28,000",1972,
201710,19,세종특별자치시 부강면 부강리,단독,8m미만,658.62,390,"124,000",2017,
201710,20,세종특별자치시 전동면 송정리,단독,12m미만,51.51,304,"7,000",1984,
201710,20,세종특별자치시 전동면 심중리,단독,8m미만,335.5,2820,"14,000",1998,
201710,21,세종특별자치시 전의면 읍내리,단독,8m미만,142.48,612,"25,500",2010,
201710,22,세종특별자치시 조치원읍 침산리,단독,12m미만,550.31,364.5,"117,000",2013,
201710,24,세종특별자치시 연서면 봉암리,단독,12m미만,568.03,570,"115,000",2013,
201710,27,세종특별자치시 조치원읍 신안리,단독,8m미만,359.58,349,"59,000",1991,
201710,28,세종특별자치시 조치원읍 서창리,단독,12m미만,312,233,"50,000",2012,
201710,30,세종특별자치시 연서면 와촌리,단독,8m미만,40.5,386,"21,400",1997,
201710,30,세종특별자치시 조치원읍 침산리,단독,12m미만,483.36,265.4,"65,000",2008,
201711,1,세종특별자치시 연서면 와촌리,단독,8m미만,53.76,539,"20,000",1945,
201711,4,세종특별자치시 연서면 봉암리,단독,8m미만,67.5,142,"9,500",1980,
201711,6,세종특별자치시 조치원읍 서창리,단독,8m미만,32.34,244,"11,000",1937,
201711,7,세종특별자치시 장군면 금암리,다가구,12m미만,545.47,356,"77,000",2001,
201711,7,세종특별자치시 장군면 봉안리,다가구,8m미만,407.65,410,"94,600",2013,
201711,8,세종특별자치시 부강면 부강리,단독,12m미만,707.94,453,"155,000",2017,
201711,8,세종특별자치시 연서면 봉암리,단독,8m미만,61.82,311,"20,000",1930,
201711,9,세종특별자치시 조치원읍 신안리,단독,8m미만,375.11,588,"37,000",1994,
201711,12,세종특별자치시 연기면 보통리,단독,8m미만,481.96,488,"88,000",2013,
201711,15,세종특별자치시 전의면 동교리,단독,12m미만,56.2,301,"26,000",1976,
201711,16,세종특별자치시 조치원읍 남리,단독,12m미만,683.19,403,"129,000",2017,
201711,16,세종특별자치시 조치원읍 신안리,단독,8m미만,67.49,344,"18,000",2015,
201711,17,세종특별자치시 연기면 연기리,단독,8m미만,59.5,364,"26,000",1974,
201711,18,세종특별자치시 조치원읍 신안리,단독,8m미만,271.62,202,"79,000",2017,
201711,20,세종특별자치시 장군면 금암리,단독,8m미만,88.45,567,"27,400",,
201711,20,세종특별자치시 조치원읍 죽림리,단독,8m미만,64.87,170,"16,100",1980,
201711,20,세종특별자치시 조치원읍 침산리,단독,8m미만,43.9,132,"6,000",1973,
201711,21,세종특별자치시 조치원읍 신안리,다가구,8m미만,486,855,"114,000",2004,
201711,22,세종특별자치시 부강면 부강리,단독,12m미만,595.04,282,"115,000",2017,
201711,22,세종특별자치시 조치원읍 침산리,단독,8m미만,491.82,251.7,"96,000",2013,
201711,24,세종특별자치시 장군면 금암리,단독,12m미만,516.82,394,"33,000",2001,
