,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,행정동코드,행정동명,도로명주소,lon,lat
6558,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 허만석로 77, (죽림리)",127.29824509999999,36.58819341
6561,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 갈매로 353, (어진동)",127.26262659999998,36.49557697
6576,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 보듬4로 86, (도담동)",127.26857530000001,36.51462932
6593,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 새롬중앙로 47, (새롬동)",127.2507852,36.48500399
6602,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 보듬4로 9, (도담동, 도램마을반도유보라11단지)",127.2600879,36.51369378
6613,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 나성로 133-15, (나성동)",127.25768559999999,36.49050851
6617,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 새롬중앙로 64, (새롬동)",127.25100379999999,36.48663657
6630,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 갈매로 351, (어진동)",127.26218600000001,36.49496142
6636,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 한누리대로 2149, (보람동)",127.28783670000001,36.47780478
6668,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 세종로 1234-8, (아름동)",127.24223529999999,36.51259939
6672,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 호려울로 45, (보람동)",127.2900202,36.47822334
6676,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611033000,부강면,"세종특별자치시 부강면 부강금호로 341, (금호리)",127.35497269999999,36.50194287
6694,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 나성로 125-10, (나성동)",127.2582689,36.49019671
6705,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 갈매로 363, (어진동)",127.26283149999999,36.49633527
6749,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 도움8로 81, (어진동)",127.27060259999999,36.50442191
6752,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 한누리대로 422, (어진동)",127.2616561,36.50139285
6764,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움1로 108, (종촌동)",127.24763440000001,36.50267511
6774,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 도움8로 81, (어진동)",127.27060259999999,36.50442191
6779,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 한누리대로 2135, (보람동)",127.2892712,36.47836308
6790,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611032000,연동면,"세종특별자치시 연동면 청연로 384, (응암리)",127.3358081,36.54219437
6791,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611036000,연서면,"세종특별자치시 연서면 도신고복로 903, (고복리)",127.2467175,36.61331989999999
6803,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 절재로 194, (어진동)",127.2624501,36.5083011
6830,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움1로 106, (종촌동)",127.2481243,36.50281338
6831,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611033000,부강면,"세종특별자치시 부강면 부촌길 24, (부강리)",127.3678828,36.52868817
6832,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 갈매로 364, (어진동)",127.26392859999999,36.49599957
6862,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611032000,연동면,"세종특별자치시 연동면 송암로 197, (노송리)",127.33831629999999,36.56109781
6864,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 절재로 194, (어진동)",127.2624501,36.5083011
6865,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움1로 108, (종촌동)",127.24763440000001,36.50267511
6886,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 큰말2길 1, (신흥리)",127.2889936,36.59532121
6889,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움3로 159, (종촌동, 가재마을중흥S클래스3단지)",127.2437487,36.50393027
6894,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 한누리대로 194, (나성동)",127.2613679,36.48237531
6896,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055500,소담동,"세종특별자치시 한누리대로 2012, (소담동)",127.29991809999999,36.48572593
6913,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움1로 108, (종촌동)",127.24763440000001,36.50267511
6926,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 보듬3로 104-17, (아름동)",127.24954,36.51226705
6929,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 보듬7로 94, (아름동)",127.2488805,36.51928338
6933,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055500,소담동,"세종특별자치시 소담1로 12, (소담동)",127.30147579999999,36.48501408
6938,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 호려울로 29, (보람동)",127.2902351,36.47790919
6940,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611037000,전의면,"세종특별자치시 전의면 산단길 22-4, (관정리)",127.2120479,36.70041231
6944,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 갈매로 353, (어진동)",127.26262659999998,36.49557697
6967,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 한누리대로 2154, (보람동)",127.2863723,36.47808442
6986,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 보듬3로 92, (아름동)",127.24947649999999,36.51190617
7003,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055000,고운동,"세종특별자치시 마음로 94, (고운동)",127.2325494,36.50646327
7005,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 한누리대로 2129, (보람동)",127.28976029999998,36.47857327
7015,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움3로 125, (종촌동)",127.2468676,36.50462591
7043,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055500,소담동,"세종특별자치시 소담1로 12, (소담동)",127.30147579999999,36.48501408
7088,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 가름로 232, (어진동)",127.26491440000001,36.49561813
7091,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 한누리대로 253, (나성동)",127.2572523,36.48679279
7096,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 섭골길 101, (신안리)",127.2854449,36.61897464
7109,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 나성로 125-10, (나성동)",127.2582689,36.49019671
7110,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 달빛로 59, (종촌동)",127.2497626,36.5042386
7114,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움3로 105-5, (종촌동)",127.24953459999999,36.50473284
7115,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 도움8로 11-11, (어진동)",127.26287169999999,36.50740249
7121,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055000,고운동,"세종특별자치시 마음로 181, (고운동, 가락마을이지더원10단지)",127.228068,36.51481567
7155,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내12길 40, (원리)",127.3000508,36.60231694
7193,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055000,고운동,"세종특별자치시 마음로 272-9, (고운동)",127.23606409999998,36.519138899999994
7230,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051000,한솔동,"세종특별자치시 노을3로 92, (한솔동)",127.2549407,36.4799381
7241,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051000,한솔동,"세종특별자치시 나리1로 16, 301동  (한솔동, 첫마을퍼스트프라임3단지)",127.2614199,36.47924839
7245,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 도움8로 11-11, (어진동)",127.26287169999999,36.50740249
7255,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055000,고운동,"세종특별자치시 마음안로 221, (고운동, 가락마을에듀포레21단지)",127.2398446,36.51846011
7364,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 93, (신흥리)",127.29547290000001,36.59687371
7383,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 새롬중앙로 51, (새롬동)",127.25036920000001,36.48531679999999
7392,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 보듬4로 9, (도담동, 도램마을반도유보라11단지)",127.26064070000001,36.51309339
7434,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 군청로 100, (죽림리)",127.29365859999999,36.5936006
7460,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 호려울로 45, (보람동)",127.2900202,36.47822334
7465,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 호려울로 45, (보람동)",127.2900202,36.47822334
7533,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 새롬중앙로 64, (새롬동)",127.25100379999999,36.48663657
7552,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611036000,연서면,"세종특별자치시 연서면 봉암길 41, (봉암리)",127.28402949999999,36.55920707
7553,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 보듬3로 91, (아름동)",127.2495712,36.51134801
7560,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움1로 108, (종촌동)",127.24763440000001,36.50267511
7563,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055500,소담동,"세종특별자치시 소담1로 12, (소담동)",127.30147579999999,36.48501408
7580,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055500,소담동,"세종특별자치시 소담로 40, (소담동)",127.3067555,36.48367501
7581,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611036000,연서면,"세종특별자치시 연서면 도신고복로 1207, (성제리)",127.2614031,36.59257598
7612,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움1로 108, (종촌동)",127.24763440000001,36.50267511
7615,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 나성로 125-16, (나성동)",127.2577565,36.49009439
7633,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 호려울로 19, (보람동)",127.28927809999999,36.47760609
7652,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055000,고운동,"세종특별자치시 마음로 74, (고운동)",127.2340793,36.50527448
7678,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 한누리대로 350, (어진동)",127.2572369,36.49541737
7684,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 가름로 170-14, (어진동)",127.25852820000001,36.49695748
7704,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611036000,연서면,"세종특별자치시 연서면 대첩로 274, (성제리)",127.2676174,36.59134363
7762,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 보듬8로 35, (도담동)",127.2627673,36.51841473
7770,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611034000,금남면,"세종특별자치시 금남면 영치안골길 68-9, (영치리)",127.29931140000001,36.45765819
7786,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 절재로 172, (어진동)",127.26014099999999,36.50811557
7843,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 나성북1로 22, (나성동)",127.25877390000001,36.49108305
7848,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 달빛로 43, (종촌동)",127.2500229,36.50271718
7867,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051000,한솔동,"세종특별자치시 노을3로 84, (한솔동)",127.25531480000001,36.47932761
7873,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 새롬중앙로 33, (새롬동)",127.251742,36.48415383
7906,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 터미널안길 60, (상리)",127.3031875,36.60153325
7913,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 보듬3로 143, (아름동)",127.24362920000002,36.5116169
7920,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 새롬북로 14, (새롬동, 새뜸마을캐슬앤파밀리에3단지)",127.24592050000001,36.48602777
7924,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 다정중앙로 58, (다정동)",127.24931979999998,36.49576436
7956,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 나성로 41, (나성동)",127.2628886,36.48324087
7958,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 나성로 125-4, (나성동)",127.2588936,36.49023664
7984,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 보듬4로 9, (도담동, 도램마을반도유보라11단지)",127.26064070000001,36.51309339
8030,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 한누리대로 422, (어진동)",127.2616561,36.50139285
8047,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611036000,연서면,"세종특별자치시 연서면 쌍류예술촌길 22, (쌍류리)",127.2060371,36.60245769
8050,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051000,한솔동,"세종특별자치시 누리로 28, (한솔동, 첫마을힐스테이트6단지)",127.25466609999998,36.47481744
8093,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611034000,금남면,"세종특별자치시 금남면 금병로 993, (부용리)",127.34894709999999,36.49899017
8104,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051000,한솔동,"세종특별자치시 노을3로 84, (한솔동)",127.25531480000001,36.47932761
8112,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 한누리대로 456, (어진동)",127.2615067,36.50419472
8141,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611036000,연서면,"세종특별자치시 연서면 오봉로 25, (월하리)",127.27619569999999,36.59662303
8144,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내13길 14, (교리)",127.29702520000001,36.603173299999995
8149,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 보듬4로 9, (도담동, 도램마을반도유보라11단지)",127.26064070000001,36.51309339
8150,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 아름서길 3, (아름동)",127.24337779999999,36.51221912
8155,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055500,소담동,"세종특별자치시 국책연구원1로 15, (소담동, 새샘마을중흥에스클래스리버뷰9단지)",127.29974779999999,36.4910061
8160,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움1로 108, (종촌동)",127.24763440000001,36.50267511
8164,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055500,소담동,"세종특별자치시 한누리대로 2009, (소담동)",127.30048459999999,36.48478297
8173,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 정부2청사로 10, (나성동)",127.26184359999999,36.48281084
8184,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 59, (죽림리)",127.29758670000001,36.59425466
8190,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 보듬7로 94, (아름동)",127.2488805,36.51928338
8227,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 으뜸길 260, (교리)",127.29664509999999,36.60318007
8242,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 달빛1로 158, (아름동, 범지기마을호반에코시티7단지)",127.24642779999999,36.51314865
8245,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 정부2청사로 10, (나성동)",127.26184359999999,36.48281084
8330,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 보듬3로 8-20, (도담동)",127.2586084,36.51429742
8353,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 남세종로 441, (보람동, 호려울마을5단지)",127.29094609999999,36.47703022
8382,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 122, (교리)",127.2981568,36.60287356
8399,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 한누리대로 2150, (보람동)",127.2873281,36.4785047
8415,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 시청대로 219, (보람동)",127.29380719999999,36.48393254
8434,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 새롬중앙로 33, (새롬동)",127.251742,36.48415383
8441,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 보듬3로 95, (아름동)",127.24891219999999,36.51137991
8452,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내13길 14, (교리)",127.29702520000001,36.603173299999995
8459,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611037000,전의면,"세종특별자치시 전의면 운주산로 1220, (읍내리)",127.2015398,36.67978622
