,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,행정동코드,행정동명,도로명주소,lon,lat
8486,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611037000,전의면,"세종특별자치시 전의면 만세길 12, (읍내리)",127.20375779999999,36.67844027
8490,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 세종로 1232, (아름동)",127.24188899999999,36.51261521
8504,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 보듬3로 73, (아름동, 범지기마을영무예다음11단지)",127.2516834,36.51112696
8510,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055000,고운동,"세종특별자치시 마음로 322, (고운동, 가락마을에듀힐스22단지)",127.24158190000001,36.51892177
8522,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 절재로 194, (어진동)",127.2624501,36.5083011
8546,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 보듬3로 95, (아름동)",127.24891219999999,36.51137991
8551,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 한누리대로 211, (나성동)",127.25947099999999,36.4835081
8594,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 새롬중앙로 33, (새롬동)",127.25184340000001,36.48404632
8614,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 새롬중앙로 33, (새롬동)",127.25184340000001,36.48404632
8707,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 한누리대로 287, (나성동)",127.2561634,36.48978707
8736,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611057000,대평동,"세종특별자치시 대평로 71, (대평동)",127.2772216,36.47327089
8763,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611057000,대평동,"세종특별자치시 대평로 71, (대평동)",127.2772216,36.47327089
8764,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 도움5로 19, (어진동)",127.2592021,36.50472116
8765,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 한누리대로 422, (어진동)",127.2616561,36.50139285
8781,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 한누리대로 422, (어진동)",127.2616561,36.50139285
8797,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611057000,대평동,"세종특별자치시 대평로 71, (대평동)",127.2772216,36.47327089
8812,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 절재로 194, (어진동)",127.2624501,36.5083011
8813,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 절재로 194, (어진동)",127.2624501,36.5083011
8860,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 다솜3로 66, (어진동)",127.2699529,36.50109243
8872,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 섭골길 101, (신안리)",127.2854449,36.61897464
8901,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051000,한솔동,"세종특별자치시 노을3로 29, (한솔동)",127.2592095,36.4804964
8948,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611035000,장군면,"세종특별자치시 장군면 정자말길 15-8, (금암리)",127.21815890000002,36.43876022
8956,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051000,한솔동,"세종특별자치시 노을3로 19, 201동  (한솔동, 첫마을퍼스트프라임2단지)",127.260071,36.48143901
8958,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611034000,금남면,"세종특별자치시 금남면 바람재로 440, (영대리)",127.3238669,36.44867035
8971,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611035000,장군면,"세종특별자치시 장군면 정자말길 15-8, (금암리)",127.21815890000002,36.43876022
8982,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 다솜3로 48, (어진동)",127.26838909999998,36.49882079
9003,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 남세종로 450, (보람동)",127.2901057,36.47741275
9004,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611035000,장군면,"세종특별자치시 장군면 금암길 110-20, (금암리)",127.22129199999999,36.43776231
9019,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 한누리대로 422, (어진동)",127.2616561,36.50139285
9034,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 한누리대로 283, (나성동)",127.25620049999999,36.48940879
9045,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 충현로 59, (죽림리)",127.29758670000001,36.59425466
9052,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 새롬남로 102, (새롬동, 새뜸마을금성백조예미지12단지)",127.2568222,36.4850868
9083,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 새롬중앙로 47, (새롬동)",127.2507852,36.48500399
9102,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 시청대로 219, (보람동)",127.29380719999999,36.48393254
9181,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055500,소담동,"세종특별자치시 한누리대로 1934, (반곡동)",127.30353740000001,36.49159605
9214,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 보듬3로 95, (아름동)",127.24891219999999,36.51137991
9224,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051000,한솔동,"세종특별자치시 노을1로 16, 202동  (한솔동, 첫마을퍼스트프라임2단지)",127.2608395,36.48043441
9252,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 보듬4로 9, (도담동, 도램마을반도유보라11단지)",127.26064070000001,36.51309339
9261,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 나성북1로 12, (나성동)",127.2576475,36.49098592
9273,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 나성로 133-9, (나성동)",127.25818740000001,36.49055669
9315,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 새롬중앙로 34, (새롬동)",127.2524967,36.48459115
9334,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내10길 28, (정리)",127.29987870000001,36.60034229
9367,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 도움8로 81, (어진동)",127.27060259999999,36.50442191
9369,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 아름서1길 13-5, (아름동)",127.2425825,36.51133989
9393,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055500,소담동,"세종특별자치시 한누리대로 1962, (소담동)",127.3020291,36.4892711
9394,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611038000,전동면,"세종특별자치시 전동면 깊은내길 211, (보덕리)",127.25397530000001,36.64204174
9399,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055000,고운동,"세종특별자치시 마음안로 47, (고운동, 가락마을호반베르디움3단지)",127.23621909999999,36.50563968
9446,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 나성로 96, (나성동)",127.26100320000002,36.4878705
9472,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움3로 105-7, (종촌동)",127.2496483,36.50451726
9484,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055000,고운동,"세종특별자치시 마음로 242, (고운동)",127.23274540000001,36.51827046
9499,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 시청대로 219, (보람동)",127.29380719999999,36.48393254
9500,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 가름로 194, (어진동)",127.26153190000001,36.49684092
9506,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 호려울로 19, (보람동)",127.28927809999999,36.47760609
9516,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 으뜸길 233, (원리)",127.2965334,36.60193575
9524,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 한누리대로 288, (나성동, 세종갤러리밸류시티)",127.2570996,36.48992808
9530,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 나성로 125-4, (나성동)",127.2588936,36.49023664
9531,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611036000,연서면,"세종특별자치시 연서면 와룡로 606, (용암리)",127.22770220000001,36.59762541
9558,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 보듬3로 104-17, (아름동)",127.24954,36.51226705
9559,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 한누리대로 234, (나성동)",127.2591162,36.48561476
9571,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움3로 125, (종촌동)",127.2468676,36.50462591
9585,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611039000,소정면,"세종특별자치시 소정면 차령고개로 1081, (운당리)",127.1560494,36.69088152
9588,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 남세종로 441, (보람동, 호려울마을5단지)",127.290456,36.47692817
9598,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 보듬1로 12, (도담동, 도램마을행복2차7단지)",127.2598223,36.50993406
9603,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611034000,금남면,"세종특별자치시 금남면 영치안골길 68-9, (영치리)",127.29931140000001,36.45765819
9604,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움1로 108, (종촌동)",127.24763440000001,36.50267511
9612,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 갈매로 363, (어진동)",127.26284240000001,36.49636237
9617,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 보듬3로 95, (아름동)",127.24891219999999,36.51137991
9619,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 보듬3로 143, (아름동)",127.24362920000002,36.5116169
9623,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 다정중앙로 45, (다정동)",127.2489727,36.49471676
9625,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 보듬1로 12, (도담동, 도램마을행복2차7단지)",127.2598223,36.50993406
9626,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 행복11길 12, (침산리)",127.2927888,36.60440993
9627,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 새롬중앙로 64, (새롬동)",127.25100379999999,36.48663657
9634,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 보듬3로 8-21, (도담동)",127.25794040000001,36.51410401
9643,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611035000,장군면,"세종특별자치시 장군면 월현윗길 70, (봉안리)",127.22486629999999,36.50336749
9646,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 행복11길 16, (침산리)",127.2925615,36.60482313
9655,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611032000,연동면,"세종특별자치시 연동면 청연로 384, (응암리)",127.3358081,36.54219437
9658,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 나성로 41, (나성동)",127.2628886,36.48324087
9661,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 한누리대로 583, (도담동)",127.2584653,36.51525183
9669,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 보듬4로 9, (도담동, 도램마을반도유보라11단지)",127.26064070000001,36.51309339
9681,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611037000,전의면,"세종특별자치시 전의면 장터길 33, (읍내리)",127.20587959999999,36.67773349
9731,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 보듬3로 6, (도담동)",127.258946,36.51284856
9733,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611035000,장군면,"세종특별자치시 장군면 덕고개길 12, (대교리)",127.2168233,36.50946125
9777,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 새롬중앙로 47, (새롬동)",127.2507852,36.48500399
9806,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055000,고운동,"세종특별자치시 마음안1로 137, (고운동)",127.2361867,36.52029325
9811,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 시청대로 209, (보람동)",127.29325520000002,36.48327138
9833,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 남세종로 446, (보람동)",127.2904947,36.47757728
9841,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 다정남로 130, (다정동)",127.2551575,36.49226816
9889,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055500,소담동,"세종특별자치시 한누리대로 2016, (소담동)",127.2996343,36.485012299999994
9942,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611035000,장군면,"세종특별자치시 장군면 월현윗길 38-15, (봉안리)",127.22394299999999,36.50303705
9947,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611033000,부강면,"세종특별자치시 부강면 부강로 47, (부강리)",127.3655722,36.52994663
9970,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원로 19-2, (원리)",127.2990183,36.60154485
9986,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611032000,연동면,"세종특별자치시 연동면 청연로 716, (송용리)",127.3220503,36.56753122
10000,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 다솜로 185, (어진동)",127.26913359999999,36.49680662
10053,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 도움8로 11-11, (어진동)",127.26287090000001,36.50748359
10071,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 나성남로 7-16, (나성동)",127.2621713,36.48238028
10117,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 남세종로 450, (보람동)",127.2901057,36.47741275
10153,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611057000,대평동,"세종특별자치시 한누리대로 2236, (대평동)",127.2770912,36.47409021
10185,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 남세종로 441, (보람동, 호려울마을5단지)",127.290456,36.47692817
10192,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 조치원로 6-1, (원리)",127.29733540000001,36.60101224
10203,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 도움1로 106, (종촌동)",127.2481243,36.50281338
10204,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611035000,장군면,"세종특별자치시 장군면 장기로 854-20, (봉안리)",127.2299463,36.49877714
10205,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611057000,대평동,"세종특별자치시 대평1길 38, (대평동, 해들마을3단지)",127.27769840000002,36.47119195
10211,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611056000,보람동,"세종특별자치시 한누리대로 2144, (보람동)",127.28796170000001,36.47877885
10224,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 보듬3로 8-20, (도담동)",127.2586084,36.51429742
10244,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611053000,아름동,"세종특별자치시 달빛로 226, (아름동)",127.2526697,36.51884756
10245,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 절재로 194, (어진동)",127.2624501,36.5083011
10261,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611034000,금남면,"세종특별자치시 금남면 대박길 67, (대박리)",127.3501409,36.4790255
10280,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 새내로 108, (원리)",127.29841329999999,36.60171251
10302,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 절재로 194, (어진동)",127.2624501,36.5083011
10334,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 새롬중앙로 55, (새롬동)",127.25034270000002,36.48574922
10345,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051000,한솔동,"세종특별자치시 나리1로 16, 301동  (한솔동, 첫마을퍼스트프라임3단지)",127.2614199,36.47924839
10352,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 다정중앙로 52, (다정동)",127.2492584,36.49517818
10392,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051000,한솔동,"세종특별자치시 누리로 106, (한솔동)",127.25254209999999,36.47986002
10395,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611037000,전의면,"세종특별자치시 전의면 왕의물로 217-11, (관정리)",127.2083459,36.69799961
10403,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611057000,대평동,"세종특별자치시 대평3길 10, (대평동)",127.27573249999999,36.4738026
10421,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611057000,대평동,"세종특별자치시 대평로 86, (대평동)",127.2763818,36.47477986
10445,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055500,소담동,"세종특별자치시 시청대로 500, (반곡동, 수루배마을4단지)",127.3137756,36.4988201
10480,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611055000,고운동,"세종특별자치시 마음로 272-9, (고운동)",127.23606409999998,36.519138899999994
10571,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611051500,새롬동,"세종특별자치시 나성로 125-16, (나성동)",127.2577565,36.49009439
10660,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 절재로 194, (어진동)",127.2624501,36.5083011
10670,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611052000,도담동,"세종특별자치시 절재로 194, (어진동)",127.2624501,36.5083011
10727,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611054000,종촌동,"세종특별자치시 달빛로 59, (종촌동)",127.2497626,36.5042386
10760,Q,음식,Q12,커피점/카페,Q12A01,커피전문점/카페/다방,I56220,비알콜 음료점업,3611025000,조치원읍,"세종특별자치시 조치원읍 으뜸길 215, (원리)",127.29632920000002,36.60350264
